created_at,text,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Fri Apr 26 21:11:02 +0000 2024,The SEC will have three days to respond to 's recent motion to strike its expert materials,XRPcryptowolf,42,215,403429,,The SEC will have three days to respond to 's recent motion to strike its expert materials,Neutral
Fri Apr 26 20:04:46 +0000 2024,"6. One last thing: Oceanus was listed on Ripple's site but is no longer. Don't know if it means much as it's always been hard to divine the who &amp; why of what Ripple presents, but noticed. An ambitious project it's nice to see initial returns on a /ODL powered platform.",WKahneman,4,37,80313,,"6. One last thing: Oceanus was listed on Ripple's site but is no longer. Don't know if it means much as it's always been hard to divine the who &amp; why of what Ripple presents, but noticed. An ambitious project it's nice to see initial returns on a /ODL powered platform.",Positive
Fri Apr 26 20:04:46 +0000 2024,"5. And finally, they note their MAS license which importantly, also received as ODIN Pay launched. The $1b GMV market they address is described at the bottom of the pic..",WKahneman,2,31,80313,,"5. And finally, they note their MAS license which importantly, also received as ODIN Pay launched. The $1b GMV market they address is described at the bottom of the pic..",Neutral
Fri Apr 26 20:04:43 +0000 2024,"Cool to see! Oceanus is a partner in Singapore using ODL() for their payment platform, Odin Pay. Their '23 annual report puts some numbers to the first 6mo of operation, moving $70m. What's going on here? 1/6",WKahneman,89,372,80313,,"Cool to see! Oceanus is a partner in Singapore using ODL() for their payment platform, Odin Pay. Their '23 annual report puts some numbers to the first 6mo of operation, moving $70m. What's going on here? 1/6",Positive
Fri Apr 26 19:43:24 +0000 2024,"BREAKING:  released a new report on Modernizing Financial Markets with Wholesale Central Bank Digital Currency. Among the contributors are J. Wallis, Central Bank Engagements /CBDCs and Paul Wong from . are coming $XRP $XLM",edward_farina,80,231,161059,,"BREAKING: released a new report on Modernizing Financial Markets with Wholesale Central Bank Digital Currency. Among the contributors are J. Wallis, Central Bank Engagements /CBDCs and Paul Wong from . are coming $XRP $XLM",Positive
Fri Apr 26 19:01:42 +0000 2024,"Brief article about 's stablecoin proposal. Notes the ledger is ""battle tested"" and the need for compliant bridges to tradfi.",WKahneman,35,160,80313,,"Brief article about 's stablecoin proposal. Notes the ledger is ""battle tested"" and the need for compliant bridges to tradfi.",Positive
Fri Apr 26 17:32:08 +0000 2024,The most obvious connection between and happens to be Bank of America. effectively owns &amp; controls . They are also partners with  and mentioned Ripple DLT in their 2019 patent for real-time settlement.,edward_farina,119,366,161059,,The most obvious connection between and happens to be Bank of America. effectively owns &amp; controls . They are also partners with and mentioned Ripple DLT in their 2019 patent for real-time settlement.,Neutral
Fri Apr 26 17:31:04 +0000 2024,ICYMI: the will have three days to respond to 's recent motion to strike its expert materials $XRP,Utoday_en,3,33,95211,,ICYMI: the will have three days to respond to 's recent motion to strike its expert materials $XRP,Neutral
Fri Apr 26 15:04:20 +0000 2024,Ripple/XRP-Week In Review Ripple-Gold-Tokenization-Ripple USD Stablecoin &amp; USDTether Trouble Paid Promotion,DigPerspectives,16,43,193047,,Ripple/XRP-Week In Review Ripple-Gold-Tokenization-Ripple USD Stablecoin &amp; USDTether Trouble Paid Promotion,Neutral
Fri Apr 26 14:12:35 +0000 2024,"Ripple/XRP-Ripple USD Stablecoin = USDTether?, Ethereum &amp; MetaMask Lawsuit? Paid Promotion",DigPerspectives,16,40,193047,,"Ripple/XRP-Ripple USD Stablecoin = USDTether?, Ethereum &amp; MetaMask Lawsuit? Paid Promotion",Neutral
Fri Apr 26 13:00:56 +0000 2024,The Rise of Stablecoins: Exploring the $150B Asset Class Watch Live M-F 11am EDT @,AbsGMCrypto,9,27,61292,,The Rise of Stablecoins: Exploring the $150B Asset Class Watch Live M-F 11am EDT @,Neutral
Fri Apr 26 12:35:36 +0000 2024,XRP whales are making major moves as price eyes a rebound,Utoday_en,2,15,95211,,XRP whales are making major moves as price eyes a rebound,Positive
Fri Apr 26 11:57:37 +0000 2024,'s Insights on Bitcoin ETFs: The Crucial Role of Custodians in Safeguarding Assets Full Article,CryptoEconomyEN,6,15,7469,,'s Insights on Bitcoin ETFs: The Crucial Role of Custodians in Safeguarding Assets Full Article,Neutral
Fri Apr 26 09:50:29 +0000 2024,"Offloads 100,000,000 to External Wallet via Crypto Basic",xrp334,16,81,59161,,"Offloads 100,000,000 to External Wallet via Crypto Basic",Neutral
Fri Apr 26 09:12:17 +0000 2024,"MAGISTRATE JUDGE SARA NETBURN ( VS ) NOMINATED AS DISTRICT JUDGE IN SDNY COINBASES CLO IS PRAISING HER FOR PUTTING UP A MASTERLCALSS FOR THE CRYPTO INDUSTRY ""NETBURNS ROLE IN THE SEC VS RIPPLE LAWSUIT CANNOT BE OVEREMPHASIZED. XRP COMMUNITY MEMBERS KNOW",DROPZXRP,16,54,30301,,"MAGISTRATE JUDGE SARA NETBURN ( VS ) NOMINATED AS DISTRICT JUDGE IN SDNY COINBASES CLO IS PRAISING HER FOR PUTTING UP A MASTERLCALSS FOR THE CRYPTO INDUSTRY ""NETBURNS ROLE IN THE SEC VS RIPPLE LAWSUIT CANNOT BE OVEREMPHASIZED. XRP COMMUNITY MEMBERS KNOW",Positive
Fri Apr 26 07:07:35 +0000 2024,Here is Latest Update on Vs SEC as of April 26 via Crypto Basic,xrp334,30,150,59161,,Here is Latest Update on Vs SEC as of April 26 via Crypto Basic,Neutral
Fri Apr 26 07:04:05 +0000 2024,Here is Latest Update on Ripple Vs SEC as of April 26 Magistrate Sarah Netburn has issued a scheduling order concerning Ripples motion to dismiss one of SECs expert materials in support of its remedies motion.,MackAttackXRP,11,24,124101,,Here is Latest Update on Ripple Vs SEC as of April 26 Magistrate Sarah Netburn has issued a scheduling order concerning Ripples motion to dismiss one of SECs expert materials in support of its remedies motion.,Neutral
Fri Apr 26 06:21:00 +0000 2024,"ICYMI: JEREMY ALLAIRE &amp; RIPPLE'S  I THINK WE ARE GOING TO SEE DRAMATIC GROWTH IN '24 THINGS THAT ARE LINING UP IN TERMS OF THE ""INFRASTRUCTURE"" THE USABILITY, THE STANDARDS. WE THINK THAT OPPORTUNITY IS GOOD IT'S GONNA BE GREAT FOR FOR """,boncryp,26,75,15099,,"ICYMI: JEREMY ALLAIRE &amp; RIPPLE'S I THINK WE ARE GOING TO SEE DRAMATIC GROWTH IN '24 THINGS THAT ARE LINING UP IN TERMS OF THE ""INFRASTRUCTURE"" THE USABILITY, THE STANDARDS. WE THINK THAT OPPORTUNITY IS GOOD IT'S GONNA BE GREAT FOR FOR """,Positive
Fri Apr 26 06:10:03 +0000 2024,SEC v. Ripple: New Key Dates Revealed. The SEC is granted until Apr. 29 to file its response to the motion in question. Ripple will then have three business days to file its reply.,MackAttackXRP,15,54,124101,,SEC v. Ripple: New Key Dates Revealed. The SEC is granted until Apr. 29 to file its response to the motion in question. Ripple will then have three business days to file its reply.,Neutral
Fri Apr 26 05:51:23 +0000 2024,"On July 13, 2023, US District Judge Analisa Torres of the US District Court for the Southern District of New York ruled that Ripple Labs token, XRP, was a not a security.",MackAttackXRP,7,30,124101,,"On July 13, 2023, US District Judge Analisa Torres of the US District Court for the Southern District of New York ruled that Ripple Labs token, XRP, was a not a security.",Positive
Fri Apr 26 05:38:03 +0000 2024,Judge Netburn just gave Gary Gensler a sleepless weekend,MackAttackXRP,28,151,124101,,Judge Netburn just gave Gary Gensler a sleepless weekend,Positive
Fri Apr 26 05:34:50 +0000 2024,"Harvard law journal, discussing xborder tx's and crypto, describes the conflicting KYC/AML burdens and the high cost of getting it wrong. As an exception, it notes centralized stablecoins and ""entities like "" that see public &amp; state (!) support.",WKahneman,35,174,80313,,"Harvard law journal, discussing xborder tx's and crypto, describes the conflicting KYC/AML burdens and the high cost of getting it wrong. As an exception, it notes centralized stablecoins and ""entities like "" that see public &amp; state (!) support.",Neutral
Fri Apr 26 05:32:43 +0000 2024,Transforming the Way Money Moves,MackAttackXRP,4,12,124101,,Transforming the Way Money Moves,Positive
Fri Apr 26 04:39:24 +0000 2024,HOLDERS: Russia and Multiple Others BRICS nations have partnered with to use for Payments!! MASSIVE XRP SURGE INCOMING! THE is gaining tons of MONEY into it! Potentially TRILLIONS AND  on the SURGE ITS PRESALE WILL BEGIN IN 24 HOURS!!,25hoursawake,74,236,30189,,HOLDERS: Russia and Multiple Others BRICS nations have partnered with to use for Payments!! MASSIVE XRP SURGE INCOMING! THE is gaining tons of MONEY into it! Potentially TRILLIONS AND on the SURGE ITS PRESALE WILL BEGIN IN 24 HOURS!!,Positive
Fri Apr 26 04:32:13 +0000 2024,BREAKING: Stripe is anticipated to Facilitate payments using upon finalization of a rumored partnership!,CryptoGeekNews,42,192,86937,,BREAKING: Stripe is anticipated to Facilitate payments using upon finalization of a rumored partnership!,Positive
Fri Apr 26 02:48:10 +0000 2024,BREAKING: $102.47 PER PRICE GLITCH ON BINANCE!! *MUST SEE* - XRP NEWS,CryptoGeekNews,72,389,86938,,BREAKING: $102.47 PER PRICE GLITCH ON BINANCE!! *MUST SEE* - XRP NEWS,Neutral
Fri Apr 26 02:16:31 +0000 2024,Will history repeat itself after nearly 4 years. The SEC filed charges against  on Jay Clayton's last day at the SEC. Will Gary Gensler do the same after the SEC files charges against  . Well the whole of Cryptoland and hopes so,DEarthshaker,2,5,4114,,Will history repeat itself after nearly 4 years. The SEC filed charges against on Jay Clayton's last day at the SEC. Will Gary Gensler do the same after the SEC files charges against . Well the whole of Cryptoland and hopes so,Negative
Fri Apr 26 01:53:53 +0000 2024,"CONSENSYS SUES SEC OVER ETHEREUM SECURITY DEBACLE! RIPPLE XRP TETHER USDT, ALGORAND PYTHON WATCH $eth $algo",ThinkingCrypto1,23,69,134267,,"CONSENSYS SUES SEC OVER ETHEREUM SECURITY DEBACLE! RIPPLE XRP TETHER USDT, ALGORAND PYTHON WATCH $eth $algo",Neutral
Fri Apr 26 01:24:35 +0000 2024,"So let's get this straight, the founders and investors in have used the to get to pay for the legal costs of the entire industry in the quest for clarity. JP Morgan and their cronies at ETH foundation have employed their corrupt puppets at the SEC",darwonboy,2,8,1163,,"So let's get this straight, the founders and investors in have used the to get to pay for the legal costs of the entire industry in the quest for clarity. JP Morgan and their cronies at ETH foundation have employed their corrupt puppets at the SEC",Negative
Fri Apr 26 00:08:00 +0000 2024,"Here's what's in store for $XRP imo: - Sideways through May - Market Crashes 70%, $XRP follows - Everyone believes $XRP is also entering bear market - Q2 2025 SEC. vs officially over - $XRP officially becomes the standard currency - Everyone FOMO - $XRP to $100&gt;",edward_farina,51,349,161059,,"Here's what's in store for $XRP imo: - Sideways through May - Market Crashes 70%, $XRP follows - Everyone believes $XRP is also entering bear market - Q2 2025 SEC. vs officially over - $XRP officially becomes the standard currency - Everyone FOMO - $XRP to $100&gt;",Positive
Fri Apr 26 00:01:01 +0000 2024,ICYMI: shovels 100 million $XRP to anon wallet,Utoday_en,7,31,95211,,ICYMI: shovels 100 million $XRP to anon wallet,Neutral
Thu Apr 25 23:20:49 +0000 2024,THIS IS THE END OF THE VS CASE THE is officially COOKED $33,HighVibeAssets,297,1553,11237,,THIS IS THE END OF THE VS CASE THE is officially COOKED $33,Positive
Thu Apr 25 22:33:00 +0000 2024,Ripple XRP News - XRP PRICE IS SET TO GO PARABOLIC! + STABLECOIN STRATEGY EXPLAINED! HESTER PEIRCE TALKS ON REGULATION AND INNOVATION! VIDEO BELOW,RipBullWinkle,4,22,117421,,Ripple XRP News - XRP PRICE IS SET TO GO PARABOLIC! + STABLECOIN STRATEGY EXPLAINED! HESTER PEIRCE TALKS ON REGULATION AND INNOVATION! VIDEO BELOW,Positive
Thu Apr 25 22:24:56 +0000 2024,"No Different from Consensys Enough with the double standards XRP Fund II a subsidiary of Ripple Labs Was created to engage in the sale and transfer of the convertible Virtual Currency, XRP to various third parties on a wholesale basis.",MetaMan_X,3,9,11001,,"No Different from Consensys Enough with the double standards XRP Fund II a subsidiary of Ripple Labs Was created to engage in the sale and transfer of the convertible Virtual Currency, XRP to various third parties on a wholesale basis.",Neutral
Thu Apr 25 21:35:50 +0000 2024,"BREAKING: JUDGE ISSUES ORDER FOR SEC TO SUBMIT ALL SETTLEMENT NEGOTIATION FILES IN ADDITION TO THEIR RESPONSE TO 'S MOTION BY APRIL 29, 2024!!",KingXRP33,3,27,10066,,"BREAKING: JUDGE ISSUES ORDER FOR SEC TO SUBMIT ALL SETTLEMENT NEGOTIATION FILES IN ADDITION TO THEIR RESPONSE TO 'S MOTION BY APRIL 29, 2024!!",Positive
Thu Apr 25 21:20:40 +0000 2024,"BREAKING: The biggest bank in the USA has revealed a collaboration with and is expected to begin USING . XRPL stands to gain between $150 billion to $5 trillion, and CTF only requires $20 billion to rise from $0.90 to $748.50 per token. With its capped supply of",CryptoGeekNews,148,543,86938,,"BREAKING: The biggest bank in the USA has revealed a collaboration with and is expected to begin USING . XRPL stands to gain between $150 billion to $5 trillion, and CTF only requires $20 billion to rise from $0.90 to $748.50 per token. With its capped supply of",Positive
Thu Apr 25 21:12:23 +0000 2024,"BREAKING: JUDGE ISSUES ORDER FOR SEC TO SUBMIT ALL SETTLEMENT NEGOTIATION FILES IN ADDITION TO THEIR RESPONSE TO 'S MOTION BY APRIL 29, 2024!!",CryptoGeekNews,192,677,86950,False,"BREAKING: JUDGE ISSUES ORDER FOR SEC TO SUBMIT ALL SETTLEMENT NEGOTIATION FILES IN ADDITION TO THEIR RESPONSE TO 'S MOTION BY APRIL 29, 2024!!",Positive
Thu Apr 25 21:08:41 +0000 2024,JUST POSTED: Stripe Enters Crypto Payments by Accepting XRP as Payment CryptoAlert Your Trusted Crypto News Outlet. ----------------,MyCryptoAlert,41,124,8922,False,JUST POSTED: Stripe Enters Crypto Payments by Accepting XRP as Payment CryptoAlert Your Trusted Crypto News Outlet. ----------------,Positive
Thu Apr 25 19:39:40 +0000 2024,"THE NEW ARTICLE EMPHASIZES THAT DUE SAB 121 (SEE POST BELOW) ""MANY INSTITUTIONS ARE NOT CURRENTLY ABLE TO PROVIDE SCALABLE DIGITAL ASSET SERVICES FOR BITCOIN ETFs."" BEST CUSTODY SOLUTION IS RIPPLE'S SWISS-BASED COMPANY METACO SOURCE:",DROPZXRP,46,166,30302,False,"THE NEW ARTICLE EMPHASIZES THAT DUE SAB 121 (SEE POST BELOW) ""MANY INSTITUTIONS ARE NOT CURRENTLY ABLE TO PROVIDE SCALABLE DIGITAL ASSET SERVICES FOR BITCOIN ETFs."" BEST CUSTODY SOLUTION IS RIPPLE'S SWISS-BASED COMPANY METACO SOURCE:",Positive
Thu Apr 25 19:18:13 +0000 2024,v. Magistrate Judge Netburn has entered a scheduling order regarding  Motion to Strike new expert materials the SEC submitted in support of its Motion for Remedies and Entry of Final Judgment. It is below.,FilanLaw,516,1888,244952,False,v. Magistrate Judge Netburn has entered a scheduling order regarding Motion to Strike new expert materials the SEC submitted in support of its Motion for Remedies and Entry of Final Judgment. It is below.,Neutral
Thu Apr 25 19:11:07 +0000 2024,EXPOSEDTHE 3 SCHWARTZ STARTED RIPPLE IN 2013? WHO ARE THEY REALLY?,CryptoHulk19,27,154,52592,False,EXPOSEDTHE 3 SCHWARTZ STARTED RIPPLE IN 2013? WHO ARE THEY REALLY?,Negative
Thu Apr 25 18:37:00 +0000 2024,The SEC was going to sue Consensys so they decided to sue the SEC first to not make it look as bad. should have done this,XRPcryptowolf,19,124,403434,False,The SEC was going to sue Consensys so they decided to sue the SEC first to not make it look as bad. should have done this,Neutral
Thu Apr 25 18:22:00 +0000 2024,Ripple XRP News - XRP PRICE IS SET TO GO PARABOLIC! + STABLECOIN STRATEGY EXPLAINED! HESTER PEIRCE TALKS ON REGULATION AND INNOVATION! VIDEO BELOW,RipBullWinkle,27,156,117422,False,Ripple XRP News - XRP PRICE IS SET TO GO PARABOLIC! + STABLECOIN STRATEGY EXPLAINED! HESTER PEIRCE TALKS ON REGULATION AND INNOVATION! VIDEO BELOW,Positive
Thu Apr 25 17:23:12 +0000 2024,Price Analysis: Declining XRP Is Expected To Make A Breakthrough - $BTC,cryptodataspace,9,60,149565,False,Price Analysis: Declining XRP Is Expected To Make A Breakthrough - $BTC,Neutral
Thu Apr 25 16:55:59 +0000 2024,Who also works with VISA for building out a global payments platform? Thunes --&gt; Payments //,ChadSteingraber,47,178,52789,False,Who also works with VISA for building out a global payments platform? Thunes --&gt; Payments //,Positive
Thu Apr 25 16:20:19 +0000 2024,"WOW! According to California Rep. Maxine Waters, the top Democrat on the House Financial Services Committee, the panel is on the way to getting a stablecoin bill in the short run! And is working with regulators to comply with all laws and ensure complete",_Crypto_Barbie,72,316,102383,False,"WOW! According to California Rep. Maxine Waters, the top Democrat on the House Financial Services Committee, the panel is on the way to getting a stablecoin bill in the short run! And is working with regulators to comply with all laws and ensure complete",Positive
Thu Apr 25 15:41:50 +0000 2024,JP MORGAN VIEWS as a heavyweight IN DIGITAL ASSETS,HighVibeAssets,31,201,11238,False,JP MORGAN VIEWS as a heavyweight IN DIGITAL ASSETS,Positive
Thu Apr 25 15:34:11 +0000 2024,exec highlights reason for targeting business payments $XRP,Utoday_en,3,13,95209,False,exec highlights reason for targeting business payments $XRP,Positive
Thu Apr 25 15:14:49 +0000 2024,Tranglo // Payments // Kasikorn Bank QR Code Based transfers connect into Hong Kong through FPS--&gt;PromptPay // HSBC--&gt;Metaco,ChadSteingraber,16,102,52794,,Tranglo // Payments // Kasikorn Bank QR Code Based transfers connect into Hong Kong through FPS--&gt;PromptPay // HSBC--&gt;Metaco,Positive
Thu Apr 25 15:10:00 +0000 2024,Ripple News - BREAKING! INSTITUTIONAL GRADY CUSTODY! W/METACO! + BLACKROCK + XRP! IS THE CRYPTO BOTTOM IN?! IS IT TIME TO BUY!? I GOT YOU COVERED! VIDEO BELOW,RipBullWinkle,14,56,117421,,Ripple News - BREAKING! INSTITUTIONAL GRADY CUSTODY! W/METACO! + BLACKROCK + XRP! IS THE CRYPTO BOTTOM IN?! IS IT TIME TO BUY!? I GOT YOU COVERED! VIDEO BELOW,Positive
Thu Apr 25 15:00:58 +0000 2024,"chads want something with brains behind it like Schwartz? check Sompolinsky, the founder &amp; $kas ghostDAG author feature in the $XRP Whitepaper (highlighted) Even $eth base consensus on their OLD work $xlm $neo $rndr $rune $agix $qnt $vet $sei $matic $sui $tia",captaindwork,2,15,1327,,"chads want something with brains behind it like Schwartz? check Sompolinsky, the founder &amp; $kas ghostDAG author feature in the $XRP Whitepaper (highlighted) Even $eth base consensus on their OLD work $xlm $neo $rndr $rune $agix $qnt $vet $sei $matic $sui $tia",Positive
Thu Apr 25 15:00:09 +0000 2024,"Ripple/XRP-Ripple 14 Million Retail Customers,Largest German Bank &amp; Ripple`s Metaco Paid Promotion",DigPerspectives,15,54,193047,,"Ripple/XRP-Ripple 14 Million Retail Customers,Largest German Bank &amp; Ripple`s Metaco Paid Promotion",Positive
Thu Apr 25 14:51:39 +0000 2024,"NIUM + VISA // Payments ""Global Payment Platform""",ChadSteingraber,41,188,52794,,"NIUM + VISA // Payments ""Global Payment Platform""",Positive
Thu Apr 25 14:20:41 +0000 2024,"BREAKING RIPPLE MEETING WITH THE HEAD OF DOMESTIC FINANCE FOR THE UNITED STATES THE RIPPLE SEC CASE IS NOTHING MORE THAN A SHOW BEFORE TRUE UTILITY KICKS IN BUCKLE UP, BIG THINGS COMING.",RippleArchive,279,1123,27721,,"BREAKING RIPPLE MEETING WITH THE HEAD OF DOMESTIC FINANCE FOR THE UNITED STATES THE RIPPLE SEC CASE IS NOTHING MORE THAN A SHOW BEFORE TRUE UTILITY KICKS IN BUCKLE UP, BIG THINGS COMING.",Positive
Thu Apr 25 13:56:32 +0000 2024,Does Include Holdings as Cash Equivalent in Stablecoin Backing,NerdNationUnbox,19,79,18500,,Does Include Holdings as Cash Equivalent in Stablecoin Backing,Neutral
Thu Apr 25 13:47:22 +0000 2024,"Ripple/XRP-USDTether = RugPull?, Stablecoin Bill-In Short Order, Ripple Secret Weapon Paid Promotion",DigPerspectives,20,50,193047,,"Ripple/XRP-USDTether = RugPull?, Stablecoin Bill-In Short Order, Ripple Secret Weapon Paid Promotion",Negative
Thu Apr 25 13:32:12 +0000 2024,"None of you is ready for what happens next. x Bank x x = Retail customers. The setup is in, and this initiative will hit the mass market very soon. Give it time to build and catch on, then BOOM. It will seem as though its happening all at once,",MrManXRP,252,853,37284,,"None of you is ready for what happens next. x Bank x x = Retail customers. The setup is in, and this initiative will hit the mass market very soon. Give it time to build and catch on, then BOOM. It will seem as though its happening all at once,",Positive
Thu Apr 25 12:25:00 +0000 2024,Ripple News - BREAKING! INSTITUTIONAL GRADY CUSTODY! W/METACO! + BLACKROCK + XRP! IS THE CRYPTO BOTTOM IN?! IS IT TIME TO BUY!? I GOT YOU COVERED! VIDEO BELOW,RipBullWinkle,12,55,117421,,Ripple News - BREAKING! INSTITUTIONAL GRADY CUSTODY! W/METACO! + BLACKROCK + XRP! IS THE CRYPTO BOTTOM IN?! IS IT TIME TO BUY!? I GOT YOU COVERED! VIDEO BELOW,Positive
Thu Apr 25 12:15:59 +0000 2024,Schwartz Addresses Stablecoin Replacing in ODL Transactions This stablecoin will also be on the blockchain. Its safe to say that people will use it and see that is the superior method of cross border payments,NerdNationUnbox,29,107,18500,,Schwartz Addresses Stablecoin Replacing in ODL Transactions This stablecoin will also be on the blockchain. Its safe to say that people will use it and see that is the superior method of cross border payments,Positive
Thu Apr 25 12:02:15 +0000 2024,New World Financial System.,RizXRP,55,222,37826,,New World Financial System.,Positive
Thu Apr 25 11:17:33 +0000 2024,Good Morning Crypto . has filed its opposition to the request by the for the company to pay $2 billion in fines in the $XRP case.,PetronilaETH,0,10,1412,,Good Morning Crypto . has filed its opposition to the request by the for the company to pay $2 billion in fines in the $XRP case.,Neutral
Thu Apr 25 08:36:11 +0000 2024,Initiates Fresh Transfer of 100M : Details via Crypto Basic,xrp334,24,105,59161,,Initiates Fresh Transfer of 100M : Details via Crypto Basic,Neutral
Thu Apr 25 08:16:37 +0000 2024,Initiates Fresh Transfer of 100M $XRP: Details.,thecryptobasic,1,5,66702,,Initiates Fresh Transfer of 100M $XRP: Details.,Neutral
Thu Apr 25 08:10:34 +0000 2024,Ripple stablecoin to replace XRP? Ripple CTO reveals the truth $xrp,Utoday_en,2,9,95211,,Ripple stablecoin to replace XRP? Ripple CTO reveals the truth $xrp,Neutral
Thu Apr 25 07:44:05 +0000 2024,Does Include Holdings as Cash Equivalent in Stablecoin Backing via The Crypto Basic,xrp334,21,110,59161,,Does Include Holdings as Cash Equivalent in Stablecoin Backing via The Crypto Basic,Neutral
Thu Apr 25 07:31:16 +0000 2024,"Recent Fintech Times article about how BaaS is driving inclusion finds Milan Khrapchenko, CEO of Ameetee, mentioning Banco Rendimento's Rendimento Pay. Banco Rendimento is a partner.",WKahneman,17,76,80313,,"Recent Fintech Times article about how BaaS is driving inclusion finds Milan Khrapchenko, CEO of Ameetee, mentioning Banco Rendimento's Rendimento Pay. Banco Rendimento is a partner.",Neutral
Thu Apr 25 07:24:23 +0000 2024,"BREAKING Settlement Between &amp; For 100,000,000$ Says Attorney Jeremy Hogan",UniverseTwenty,87,472,119998,,"BREAKING Settlement Between &amp; For 100,000,000$ Says Attorney Jeremy Hogan",Positive
Thu Apr 25 06:54:16 +0000 2024,Schwartz Addresses Stablecoin Replacing in ODL Transactions via Crypto Basic,xrp334,15,90,59161,,Schwartz Addresses Stablecoin Replacing in ODL Transactions via Crypto Basic,Neutral
Thu Apr 25 06:51:03 +0000 2024,Schwartz Addresses Stablecoin Replacing in ODL Transaction. ,thecryptobasic,1,8,66702,,Schwartz Addresses Stablecoin Replacing in ODL Transaction.,Neutral
Thu Apr 25 04:38:08 +0000 2024,"stands firm against the SEC's hefty penalty demand, rejecting a $2 billion fine and proposing a mere $10 million settlement. The San Francisco-based company argues that the proposed amount is proportionate to its pre-complaint institutional sales revenue, highlighting",CollinBrownXRP,16,55,11096,,"stands firm against the SEC's hefty penalty demand, rejecting a $2 billion fine and proposing a mere $10 million settlement. The San Francisco-based company argues that the proposed amount is proportionate to its pre-complaint institutional sales revenue, highlighting",Positive
Thu Apr 25 04:24:44 +0000 2024,EXPOSEDANOTHER FAKE CRYPTO INFLUENCER SJOWS FUD ABOUT RIPPLE XRP. I BRING FACTS.,CryptoHulk19,22,175,52593,,EXPOSEDANOTHER FAKE CRYPTO INFLUENCER SJOWS FUD ABOUT RIPPLE XRP. I BRING FACTS.,Negative
Thu Apr 25 04:19:16 +0000 2024,EXPOSEDANOTHER FAKE CRYPTO INFLUENCER SHOWS FUD ABOUT RIPPLE XRP. I BRING FACTS.,CryptoHulk19,12,107,52593,,EXPOSEDANOTHER FAKE CRYPTO INFLUENCER SHOWS FUD ABOUT RIPPLE XRP. I BRING FACTS.,Negative
Thu Apr 25 03:54:09 +0000 2024," bought as an option call, anticipating that financial institutions will utilize 's protocol on the payment rails for global transactions. We've known this for years, but it's nice to get confirmation",VersanAljarrah,10,42,73538,,"bought as an option call, anticipating that financial institutions will utilize 's protocol on the payment rails for global transactions. We've known this for years, but it's nice to get confirmation",Positive
Thu Apr 25 02:43:49 +0000 2024,": THE MARKET IS SO DIRTY AND CORRUPT, YET CONTINUES IT'S FIGHT ALONE. FOR THOSE NOT HAVING SEEN BEFORE THE BIGGER PICTURE, I WOULD WANT TO BELIEVE IT IS DEFINITELY BECOMING CLEARER NOW.",boncryp,65,177,15099,,": THE MARKET IS SO DIRTY AND CORRUPT, YET CONTINUES IT'S FIGHT ALONE. FOR THOSE NOT HAVING SEEN BEFORE THE BIGGER PICTURE, I WOULD WANT TO BELIEVE IT IS DEFINITELY BECOMING CLEARER NOW.",Negative
Thu Apr 25 01:50:34 +0000 2024,Crypto is apart of politics.. whether you like it or not.. is still in their lawsuit with the sec because of U.S. politics.. Ripple is a financial disruptor for the legacy systems.. the same banking systems that reports to the irs everytime $600 leaves your bank,JayVTheGreat,2,21,44907,,Crypto is apart of politics.. whether you like it or not.. is still in their lawsuit with the sec because of U.S. politics.. Ripple is a financial disruptor for the legacy systems.. the same banking systems that reports to the irs everytime $600 leaves your bank,Neutral
Wed Apr 24 23:00:01 +0000 2024,vs. lawsuit is reaching final stages!!! REPOST only if you are still holding $XRP.,edward_farina,152,501,161067,False,vs. lawsuit is reaching final stages!!! REPOST only if you are still holding $XRP.,Positive
Wed Apr 24 21:51:41 +0000 2024,"$XRP Primary Macro Analysis 's triangle is pretty much at peak validation. If it does play out, see you at $8+ per . Those that have held this since 2018 know that it's probably more painful holding XRP than giving birth to a child (unconfirmed by wife). If it doesn't",XForceGlobal,12,132,30318,False,"$XRP Primary Macro Analysis 's triangle is pretty much at peak validation. If it does play out, see you at $8+ per . Those that have held this since 2018 know that it's probably more painful holding XRP than giving birth to a child (unconfirmed by wife). If it doesn't",Positive
Wed Apr 24 21:33:26 +0000 2024,Project Nexus is a Innovation Hub project that aims to connect cross-border payment systems. It uses standards for the messaging. In the Pilot where 2 partners or PSPs- &amp; - The FX providers. Nexus does not maintain a ledger of balances or,DrewDeVilbiss,0,5,6911,False,Project Nexus is a Innovation Hub project that aims to connect cross-border payment systems. It uses standards for the messaging. In the Pilot where 2 partners or PSPs- &amp; - The FX providers. Nexus does not maintain a ledger of balances or,Neutral
Wed Apr 24 21:31:27 +0000 2024,"The Final Stage Of The Battle Against The Has Arrived The Leading Token On Is Already Skyrocketing, As  Has The Potential To Surge From 0.90$ To 748$ Boasting A Market Cap Of Just 20B$ Trade Here DYOR",UniverseTwenty,18,81,120001,False,"The Final Stage Of The Battle Against The Has Arrived The Leading Token On Is Already Skyrocketing, As Has The Potential To Surge From 0.90$ To 748$ Boasting A Market Cap Of Just 20B$ Trade Here DYOR",Positive
